Database	Gene	Serotype	Identity	Template / HSP length	Contig	Position in contig	Accession number	SRR6875375
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=635045 cov=23.3 corr=0 origname=NODE_2_length_635045_cov_23.339560_pilon sw=shovill-spades/1.0.9 date=20210126	581714..583156	AB812035	SRR7765064
H_type	fliC	H31	100.0	1668 / 1668	contig00021 len=81014 cov=21.6 corr=0 origname=NODE_21_length_81014_cov_21.593408_pilon sw=shovill-spades/1.0.9 date=20210127	58138..59805	CP000247	SRR12744007
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=391662 cov=24.0 corr=0 origname=NODE_2_length_391662_cov_24.002362_pilon sw=shovill-spades/1.0.9 date=20210127	386639..388081	AB812035	SRR12744007
H_type	fliC	H31	100.0	1668 / 1668	contig00005 len=258171 cov=23.1 corr=0 origname=NODE_5_length_258171_cov_23.148769_pilon sw=shovill-spades/1.0.9 date=20210127	253474..255141	CP000247	SRR10948370
O_type	wzx	O15	100.0	1245 / 1245	contig00002 len=339898 cov=28.1 corr=0 origname=NODE_2_length_339898_cov_28.056347_pilon sw=shovill-spades/1.0.9 date=20210127	304..1548	AY647261	SRR10948370
O_type	wzy	O15	99.87	755 / 1179	contig00032 len=31559 cov=22.0 corr=0 origname=NODE_32_length_31559_cov_22.007795_pilon sw=shovill-spades/1.0.9 date=20210127	1..755	AY647261	SRR10948370
H_type	fliC	H31	100.0	1668 / 1668	contig00040 len=41841 cov=14.7 corr=1 origname=NODE_40_length_41841_cov_14.696193_pilon sw=shovill-spades/1.0.9 date=20210127	32873..34540	CP000247	SRR9302377
O_type	wzx	O83	100.0	1443 / 1443	contig00017 len=86455 cov=15.0 corr=0 origname=NODE_17_length_86455_cov_15.031357_pilon sw=shovill-spades/1.0.9 date=20210127	2913..4355	AB812035	SRR9302377
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=176349 cov=33.0 corr=0 origname=NODE_9_length_176349_cov_33.006021_pilon sw=shovill-spades/1.0.9 date=20210127	50666..52333	CP000247	SRR11029832
O_type	wzx	O15	100.0	1245 / 1245	contig00017 len=112910 cov=34.6 corr=0 origname=NODE_17_length_112910_cov_34.590630_pilon sw=shovill-spades/1.0.9 date=20210127	78481..79725	AY647261	SRR11029832
O_type	wzy	O15	100.0	1179 / 1179	contig00017 len=112910 cov=34.6 corr=0 origname=NODE_17_length_112910_cov_34.590630_pilon sw=shovill-spades/1.0.9 date=20210127	80758..81936	AY647261	SRR11029832
H_type	fliC	H31	100.0	1668 / 1668	contig00006 len=289756 cov=26.3 corr=1 origname=NODE_6_length_289756_cov_26.273419_pilon sw=shovill-spades/1.0.9 date=20210126	239208..240875	CP000247	SRR11101126
O_type	wzx	O83	100.0	1443 / 1443	contig00019 len=84693 cov=27.2 corr=0 origname=NODE_19_length_84693_cov_27.234539_pilon sw=shovill-spades/1.0.9 date=20210126	1047..2489	AB812035	SRR11101126
H_type	fliC	H31	100.0	1668 / 1668	contig00013 len=145307 cov=41.2 corr=0 origname=NODE_13_length_145307_cov_41.173598_pilon sw=shovill-spades/1.0.9 date=20210127	124033..125700	CP000247	SRR12424849
O_type	wzx	O15	100.0	1245 / 1245	contig00002 len=617548 cov=40.2 corr=0 origname=NODE_2_length_617548_cov_40.222479_pilon sw=shovill-spades/1.0.9 date=20210127	583119..584363	AY647261	SRR12424849
O_type	wzy	O15	100.0	1179 / 1179	contig00002 len=617548 cov=40.2 corr=0 origname=NODE_2_length_617548_cov_40.222479_pilon sw=shovill-spades/1.0.9 date=20210127	585396..586574	AY647261	SRR12424849
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=619397 cov=25.6 corr=0 origname=NODE_2_length_619397_cov_25.595638_pilon sw=shovill-spades/1.0.9 date=20210126	19488..21155	CP000247	MVAST6578
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=619397 cov=25.6 corr=0 origname=NODE_2_length_619397_cov_25.595638_pilon sw=shovill-spades/1.0.9 date=20210126	188541..189983	AB812035	MVAST6578
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=619397 cov=25.6 corr=0 origname=NODE_2_length_619397_cov_25.595638_pilon sw=shovill-spades/1.0.9 date=20210126	187309..188544	AB812035	MVAST6578
H_type	fliC	H31	100.0	1668 / 1668	contig00015 len=118865 cov=31.7 corr=1 origname=NODE_15_length_118865_cov_31.709023_pilon sw=shovill-spades/1.0.9 date=20210126	94781..96448	CP000247	SRR12744061
O_type	wzx	O4	100.0	1239 / 1239	contig00002 len=597321 cov=32.6 corr=0 origname=NODE_2_length_597321_cov_32.555364_pilon sw=shovill-spades/1.0.9 date=20210126	583699..584937	AY568960	SRR12744061
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=597321 cov=32.6 corr=0 origname=NODE_2_length_597321_cov_32.555364_pilon sw=shovill-spades/1.0.9 date=20210126	585833..587020	AY568960	SRR12744061
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1179602 cov=32.6 corr=0 origname=NODE_1_length_1179602_cov_32.627422_pilon sw=shovill-spades/1.0.9 date=20210126	427486..429153	CP000247	SRR5306026
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1179602 cov=32.6 corr=0 origname=NODE_1_length_1179602_cov_32.627422_pilon sw=shovill-spades/1.0.9 date=20210126	596008..597450	AB812035	SRR5306026
H_type	fliC	H31	100.0	1668 / 1668	contig00022 len=67120 cov=40.3 corr=0 origname=NODE_22_length_67120_cov_40.299748_pilon sw=shovill-spades/1.0.9 date=20210126	42942..44609	CP000247	SRR11101199
O_type	wzy	O75	98.68	680 / 1074	contig00064 len=5562 cov=22.2 corr=0 origname=NODE_64_length_5562_cov_22.210304_pilon sw=shovill-spades/1.0.9 date=20210126	1..680	GU299795	SRR11101199
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=645800 cov=29.5 corr=0 origname=NODE_1_length_645800_cov_29.489850_pilon sw=shovill-spades/1.0.9 date=20210126	216159..217826	CP000247	MVC661
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=645800 cov=29.5 corr=0 origname=NODE_1_length_645800_cov_29.489850_pilon sw=shovill-spades/1.0.9 date=20210126	42919..44157	AY568960	MVC661
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=645800 cov=29.5 corr=0 origname=NODE_1_length_645800_cov_29.489850_pilon sw=shovill-spades/1.0.9 date=20210126	45053..46240	AY568960	MVC661
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1176515 cov=26.2 corr=0 origname=NODE_1_length_1176515_cov_26.200942_pilon sw=shovill-spades/1.0.9 date=20210126	750463..752130	CP000247	SRR10230814
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1176515 cov=26.2 corr=0 origname=NODE_1_length_1176515_cov_26.200942_pilon sw=shovill-spades/1.0.9 date=20210126	581651..583093	AB812035	SRR10230814
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=675597 cov=29.0 corr=0 origname=NODE_1_length_675597_cov_28.982118_pilon sw=shovill-spades/1.0.9 date=20210125	427775..429442	CP000247	SRR11668362
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=675597 cov=29.0 corr=0 origname=NODE_1_length_675597_cov_28.982118_pilon sw=shovill-spades/1.0.9 date=20210125	596864..598306	AB812035	SRR11668362
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=496948 cov=21.5 corr=0 origname=NODE_2_length_496948_cov_21.529560_pilon sw=shovill-spades/1.0.9 date=20210126	144447..146114	CP000247	E05
O_type	wzx	O83	100.0	1443 / 1443	contig00003 len=418349 cov=23.5 corr=0 origname=NODE_3_length_418349_cov_23.530165_pilon sw=shovill-spades/1.0.9 date=20210126	23160..24602	AB812035	E05
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=568469 cov=36.6 corr=0 origname=NODE_3_length_568469_cov_36.634616_pilon sw=shovill-spades/1.0.9 date=20210126	182046..183713	CP000247	SRR11783247
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=597302 cov=38.4 corr=0 origname=NODE_2_length_597302_cov_38.399500_pilon sw=shovill-spades/1.0.9 date=20210126	12384..13622	AY568960	SRR11783247
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=597302 cov=38.4 corr=0 origname=NODE_2_length_597302_cov_38.399500_pilon sw=shovill-spades/1.0.9 date=20210126	10301..11488	AY568960	SRR11783247
H_type	fliC	H28	100.0	1740 / 1740	contig00015 len=138688 cov=38.3 corr=1 origname=NODE_15_length_138688_cov_38.320292_pilon sw=shovill-spades/1.0.9 date=20210126	24842..26581	AAJT02000052	SRR8084429
O_type	wzy	O117	100.0	814 / 1323	contig00049 len=1022 cov=3.0 corr=0 origname=NODE_51_length_1022_cov_2.978771_pilon sw=shovill-spades/1.0.9 date=20210126	1..814	DQ465247	SRR8084429
O_type	wzx	O117	100.0	1218 / 1218	contig00001 len=628768 cov=42.5 corr=0 origname=NODE_1_length_628768_cov_42.527307_pilon sw=shovill-spades/1.0.9 date=20210126	627212..628429	EU694096	SRR8084429
O_type	wzy	O117	100.0	814 / 1323	contig00049 len=1022 cov=3.0 corr=0 origname=NODE_51_length_1022_cov_2.978771_pilon sw=shovill-spades/1.0.9 date=20210126	1..814	EU694096	SRR8084429
H_type	fliC	H31	99.94	1668 / 1668	contig00001 len=1221830 cov=21.5 corr=0 origname=NODE_1_length_1221830_cov_21.539124_pilon sw=shovill-spades/1.0.9 date=20210126	792187..793854	CP000247	M27
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1221830 cov=21.5 corr=0 origname=NODE_1_length_1221830_cov_21.539124_pilon sw=shovill-spades/1.0.9 date=20210126	623294..624736	AB812035	M27
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=203027 cov=39.1 corr=0 origname=NODE_9_length_203027_cov_39.056205_pilon sw=shovill-spades/1.0.9 date=20210126	181967..183634	CP000247	SRR10230841
O_type	wzx	O4	99.92	1239 / 1239	contig00018 len=76872 cov=37.0 corr=0 origname=NODE_18_length_76872_cov_36.983993_pilon sw=shovill-spades/1.0.9 date=20210126	12475..13713	AY568960	SRR10230841
O_type	wzy	O4	100.0	1188 / 1188	contig00018 len=76872 cov=37.0 corr=0 origname=NODE_18_length_76872_cov_36.983993_pilon sw=shovill-spades/1.0.9 date=20210126	10392..11579	AY568960	SRR10230841
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=996550 cov=27.9 corr=0 origname=NODE_1_length_996550_cov_27.887046_pilon sw=shovill-spades/1.0.9 date=20210126	563605..565272	CP000247	MVC60
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=996550 cov=27.9 corr=0 origname=NODE_1_length_996550_cov_27.887046_pilon sw=shovill-spades/1.0.9 date=20210126	390341..391579	AY568960	MVC60
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=996550 cov=27.9 corr=0 origname=NODE_1_length_996550_cov_27.887046_pilon sw=shovill-spades/1.0.9 date=20210126	392475..393662	AY568960	MVC60
H_type	fliC	H28	100.0	1740 / 1740	contig00001 len=726309 cov=32.3 corr=8 origname=NODE_1_length_726309_cov_32.267236_pilon sw=shovill-spades/1.0.9 date=20210125	99289..101028	AAJT02000052	SRR11668365
O_type	wzy	O117	100.0	1323 / 1323	contig00003 len=427400 cov=32.0 corr=0 origname=NODE_3_length_427400_cov_32.033143_pilon sw=shovill-spades/1.0.9 date=20210125	397821..399143	EU694096	SRR11668365
O_type	wzx	O117	100.0	1218 / 1218	contig00003 len=427400 cov=32.0 corr=0 origname=NODE_3_length_427400_cov_32.033143_pilon sw=shovill-spades/1.0.9 date=20210125	396611..397828	EU694096	SRR11668365
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1145725 cov=30.5 corr=0 origname=NODE_1_length_1145725_cov_30.476055_pilon sw=shovill-spades/1.0.9 date=20210126	750815..752482	CP000247	MVC439
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1145725 cov=30.5 corr=0 origname=NODE_1_length_1145725_cov_30.476055_pilon sw=shovill-spades/1.0.9 date=20210126	581960..583402	AB812035	MVC439
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=611471 cov=26.3 corr=0 origname=NODE_1_length_611471_cov_26.312969_pilon sw=shovill-spades/1.0.9 date=20210126	182026..183693	CP000247	MVC629
O_type	wzx	O4	100.0	1239 / 1239	contig00002 len=485847 cov=26.9 corr=0 origname=NODE_2_length_485847_cov_26.897350_pilon sw=shovill-spades/1.0.9 date=20210126	432389..433627	AY568960	MVC629
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=485847 cov=26.9 corr=0 origname=NODE_2_length_485847_cov_26.897350_pilon sw=shovill-spades/1.0.9 date=20210126	434523..435710	AY568960	MVC629
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=342570 cov=18.0 corr=0 origname=NODE_3_length_342570_cov_18.016072_pilon sw=shovill-spades/1.0.9 date=20210127	280545..282212	CP000247	SD_11_H9
O_type	wzx	O83	100.0	1443 / 1443	contig00021 len=78190 cov=18.6 corr=0 origname=NODE_21_length_78190_cov_18.566631_pilon sw=shovill-spades/1.0.9 date=20210127	71111..72553	AB812035	SD_11_H9
O_type	wzy	O83	100.0	1236 / 1236	contig00021 len=78190 cov=18.6 corr=0 origname=NODE_21_length_78190_cov_18.566631_pilon sw=shovill-spades/1.0.9 date=20210127	69879..71114	AB812035	SD_11_H9
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1218368 cov=23.7 corr=0 origname=NODE_1_length_1218368_cov_23.716914_pilon sw=shovill-spades/1.0.9 date=20210127	831417..833084	CP000247	MVAST5424
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1218368 cov=23.7 corr=0 origname=NODE_1_length_1218368_cov_23.716914_pilon sw=shovill-spades/1.0.9 date=20210127	613552..614994	AB812035	MVAST5424
O_type	wzy	O83	100.0	1236 / 1236	contig00001 len=1218368 cov=23.7 corr=0 origname=NODE_1_length_1218368_cov_23.716914_pilon sw=shovill-spades/1.0.9 date=20210127	614991..616226	AB812035	MVAST5424
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=475958 cov=16.4 corr=0 origname=NODE_1_length_475958_cov_16.448569_pilon sw=shovill-spades/1.0.9 date=20210126	46517..48184	CP000247	SRR7304401
O_type	wzx	O83	100.0	1443 / 1443	contig00013 len=127969 cov=18.6 corr=0 origname=NODE_13_length_127969_cov_18.596788_pilon sw=shovill-spades/1.0.9 date=20210126	121032..122474	AB812035	SRR7304401
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1259271 cov=32.3 corr=0 origname=NODE_1_length_1259271_cov_32.251207_pilon sw=shovill-spades/1.0.9 date=20210127	829600..831267	CP000247	SRR12424844
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1259271 cov=32.3 corr=0 origname=NODE_1_length_1259271_cov_32.251207_pilon sw=shovill-spades/1.0.9 date=20210127	623722..625164	AB812035	SRR12424844
H_type	fliC	H28	100.0	1740 / 1740	contig00002 len=528654 cov=21.4 corr=0 origname=NODE_2_length_528654_cov_21.378794_pilon sw=shovill-spades/1.0.9 date=20210127	427994..429733	AAJT02000052	SRR12744005
O_type	wzx	O117	100.0	1218 / 1218	contig00003 len=392671 cov=28.5 corr=0 origname=NODE_3_length_392671_cov_28.508644_pilon sw=shovill-spades/1.0.9 date=20210127	1238..2455	EU694096	SRR12744005
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=435557 cov=34.4 corr=0 origname=NODE_1_length_435557_cov_34.435886_pilon sw=shovill-spades/1.0.9 date=20210126	384916..386583	CP000247	SRR10211824
O_type	wzx	O83	100.0	1160 / 1443	contig00003 len=375188 cov=40.1 corr=0 origname=NODE_3_length_375188_cov_40.100074_pilon sw=shovill-spades/1.0.9 date=20210126	374029..375188	AB812035	SRR10211824
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=654334 cov=21.6 corr=0 origname=NODE_2_length_654334_cov_21.581209_pilon sw=shovill-spades/1.0.9 date=20210127	186204..187871	CP000247	MVAST6277
O_type	wzx	O25	99.92	1261 / 1260	contig00017 len=98973 cov=23.1 corr=0 origname=NODE_17_length_98973_cov_23.103387_pilon sw=shovill-spades/1.0.9 date=20210127	42769..44029	GU014554	MVAST6277
O_type	wzy	O25	99.91	1063 / 1062	contig00017 len=98973 cov=23.1 corr=0 origname=NODE_17_length_98973_cov_23.103387_pilon sw=shovill-spades/1.0.9 date=20210127	46186..47248	GU014554	MVAST6277
H_type	fliC	H14	96.79	1653 / 1653	contig00003 len=509875 cov=12.2 corr=0 origname=NODE_3_length_509875_cov_12.187630_pilon sw=shovill-spades/1.0.9 date=20210127	401458..403110	AY249998	SRR11892866
O_type	wzx	O21	99.92	1236 / 1236	contig00002 len=652141 cov=12.3 corr=0 origname=NODE_2_length_652141_cov_12.348016_pilon sw=shovill-spades/1.0.9 date=20210127	31104..32339	EU694098	SRR11892866
O_type	wzy	O21	100.0	1083 / 1083	contig00002 len=652141 cov=12.3 corr=0 origname=NODE_2_length_652141_cov_12.348016_pilon sw=shovill-spades/1.0.9 date=20210127	27733..28815	EU694098	SRR11892866
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=645842 cov=27.4 corr=0 origname=NODE_1_length_645842_cov_27.393780_pilon sw=shovill-spades/1.0.9 date=20210126	427976..429643	CP000247	MVC378_P5
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=645842 cov=27.4 corr=0 origname=NODE_1_length_645842_cov_27.393780_pilon sw=shovill-spades/1.0.9 date=20210126	601686..602924	AY568960	MVC378_P5
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=645842 cov=27.4 corr=0 origname=NODE_1_length_645842_cov_27.393780_pilon sw=shovill-spades/1.0.9 date=20210126	599603..600790	AY568960	MVC378_P5
H_type	fliC	H31	100.0	1668 / 1668	contig00007 len=214278 cov=27.9 corr=0 origname=NODE_7_length_214278_cov_27.932502_pilon sw=shovill-spades/1.0.9 date=20210127	154698..156365	CP000247	SRR12764110
O_type	wzy	O18	99.83	1191 / 1191	contig00038 len=14356 cov=38.3 corr=0 origname=NODE_38_length_14356_cov_38.251103_pilon sw=shovill-spades/1.0.9 date=20210127	4673..5863	GU299793	SRR12764110
O_type	wzx	O18ac	100.0	1248 / 1248	contig00038 len=14356 cov=38.3 corr=0 origname=NODE_38_length_14356_cov_38.251103_pilon sw=shovill-spades/1.0.9 date=20210127	3369..4616	GU299793	SRR12764110
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=611442 cov=26.0 corr=0 origname=NODE_1_length_611442_cov_26.021257_pilon sw=shovill-spades/1.0.9 date=20210126	427778..429445	CP000247	MVC628
O_type	wzx	O4	100.0	1239 / 1239	contig00003 len=525392 cov=27.1 corr=0 origname=NODE_3_length_525392_cov_27.052273_pilon sw=shovill-spades/1.0.9 date=20210126	52219..53457	AY568960	MVC628
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=525392 cov=27.1 corr=0 origname=NODE_3_length_525392_cov_27.052273_pilon sw=shovill-spades/1.0.9 date=20210126	50136..51323	AY568960	MVC628
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1220971 cov=30.7 corr=0 origname=NODE_1_length_1220971_cov_30.693331_pilon sw=shovill-spades/1.0.9 date=20210126	791335..793002	CP000247	SRR10230876
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1220971 cov=30.7 corr=0 origname=NODE_1_length_1220971_cov_30.693331_pilon sw=shovill-spades/1.0.9 date=20210126	622491..623933	AB812035	SRR10230876
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1180342 cov=27.9 corr=0 origname=NODE_1_length_1180342_cov_27.859497_pilon sw=shovill-spades/1.0.9 date=20210127	750881..752548	CP000247	SRR10947173
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1180342 cov=27.9 corr=0 origname=NODE_1_length_1180342_cov_27.859497_pilon sw=shovill-spades/1.0.9 date=20210127	582066..583508	AB812035	SRR10947173
H_type	fliC	H14	96.79	1653 / 1653	contig00003 len=469697 cov=16.9 corr=0 origname=NODE_3_length_469697_cov_16.938060_pilon sw=shovill-spades/1.0.9 date=20210127	106765..108417	AY249998	SRR12377545
O_type	wzx	O21	99.92	1236 / 1236	contig00002 len=651042 cov=18.7 corr=0 origname=NODE_2_length_651042_cov_18.685580_pilon sw=shovill-spades/1.0.9 date=20210127	619787..621022	EU694098	SRR12377545
O_type	wzy	O21	100.0	1083 / 1083	contig00002 len=651042 cov=18.7 corr=0 origname=NODE_2_length_651042_cov_18.685580_pilon sw=shovill-spades/1.0.9 date=20210127	623311..624393	EU694098	SRR12377545
H_type	fliC	H31	100.0	1668 / 1668	contig00011 len=185295 cov=15.6 corr=0 origname=NODE_11_length_185295_cov_15.612179_pilon sw=shovill-spades/1.0.9 date=20210127	182007..183674	CP000247	SRR12991184
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=572054 cov=16.1 corr=0 origname=NODE_2_length_572054_cov_16.053224_pilon sw=shovill-spades/1.0.9 date=20210127	12511..13749	AY568960	SRR12991184
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=572054 cov=16.1 corr=0 origname=NODE_2_length_572054_cov_16.053224_pilon sw=shovill-spades/1.0.9 date=20210127	10428..11615	AY568960	SRR12991184
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=655953 cov=43.9 corr=0 origname=NODE_3_length_655953_cov_43.895674_pilon sw=shovill-spades/1.0.9 date=20210126	182024..183691	CP000247	SRR9831357
O_type	wzx	O4	99.92	1239 / 1239	contig00004 len=639870 cov=46.2 corr=0 origname=NODE_4_length_639870_cov_46.185693_pilon sw=shovill-spades/1.0.9 date=20210126	626122..627360	AY568960	SRR9831357
O_type	wzy	O4	100.0	1188 / 1188	contig00004 len=639870 cov=46.2 corr=0 origname=NODE_4_length_639870_cov_46.185693_pilon sw=shovill-spades/1.0.9 date=20210126	628256..629443	AY568960	SRR9831357
H_type	fliC	H31	100.0	1668 / 1668	contig00043 len=30069 cov=39.9 corr=0 origname=NODE_43_length_30069_cov_39.860230_pilon sw=shovill-spades/1.0.9 date=20210126	7193..8860	CP000247	SRR10502041
O_type	wzx	O15	99.92	1245 / 1245	contig00095 len=3253 cov=9.8 corr=0 origname=NODE_95_length_3253_cov_9.805502_pilon sw=shovill-spades/1.0.9 date=20210126	718..1961	AY647261	SRR10502041
H_type	fliC	H31	100.0	1668 / 1668	contig00051 len=29298 cov=31.7 corr=0 origname=NODE_51_length_29298_cov_31.723698_pilon sw=shovill-spades/1.0.9 date=20210126	20420..22087	CP000247	SRR9029851
O_type	wzx	O83	100.0	1443 / 1443	contig00023 len=84556 cov=31.9 corr=0 origname=NODE_23_length_84556_cov_31.861481_pilon sw=shovill-spades/1.0.9 date=20210126	82080..83522	AB812035	SRR9029851
H_type	fliC	H31	100.0	1668 / 1668	contig00020 len=74971 cov=30.7 corr=0 origname=NODE_20_length_74971_cov_30.657848_pilon sw=shovill-spades/1.0.9 date=20210126	52095..53762	CP000247	SRR9301022
O_type	wzx	O15	100.0	1245 / 1245	contig00001 len=585792 cov=35.9 corr=0 origname=NODE_1_length_585792_cov_35.926817_pilon sw=shovill-spades/1.0.9 date=20210126	1452..2696	AY647261	SRR9301022
